"","gene","adj.pval.methgroup"
"2865","Pocillopora_acuta_HIv2___RNAseq.g29935.t1",1.7e-07
"2866","Pocillopora_acuta_HIv2___RNAseq.g29951.t1",0.00262258
"2867","Pocillopora_acuta_HIv2___TS.g11706.t3",0.02769331
"2868","Pocillopora_acuta_HIv2___RNAseq.g29964.t1",1.238e-05
"2869","Pocillopora_acuta_HIv2___RNAseq.g29967.t1",0.00049833
"2870","Pocillopora_acuta_HIv2___TS.g11718.t1",0
"2871","Pocillopora_acuta_HIv2___TS.g11726.t1",0.00474619
"2872","Pocillopora_acuta_HIv2___TS.g11734.t2",0
"2873","Pocillopora_acuta_HIv2___RNAseq.g29990.t1b",0
"2874","Pocillopora_acuta_HIv2___RNAseq.g29990.t1a",0.00690726
"2875","Pocillopora_acuta_HIv2___TS.g11738.t1",0.03841968
"2876","Pocillopora_acuta_HIv2___RNAseq.g30001.t1",0.01403115
"2877","Pocillopora_acuta_HIv2___TS.g11762.t2",0
"2878","Pocillopora_acuta_HIv2___RNAseq.g30020.t1",0
"2879","Pocillopora_acuta_HIv2___TS.g11769.t1",0
"2880","Pocillopora_acuta_HIv2___RNAseq.22108_t",0.00588219
"2881","Pocillopora_acuta_HIv2___RNAseq.g30035.t1",0.02787742
"2882","Pocillopora_acuta_HIv2___RNAseq.g30037.t2",0.00062675
"2883","Pocillopora_acuta_HIv2___RNAseq.g30040.t1",0.04573065
"2884","Pocillopora_acuta_HIv2___TS.g11824.t1",0.02055114
"2885","Pocillopora_acuta_HIv2___RNAseq.g30080.t2",0.0008817
"2886","Pocillopora_acuta_HIv2___RNAseq.g30082.t1",0
"2887","Pocillopora_acuta_HIv2___RNAseq.g30091.t1",0
"2888","Pocillopora_acuta_HIv2___RNAseq.g30098.t1",0.01139196
"2889","Pocillopora_acuta_HIv2___RNAseq.g30106.t1",0.00546986
"2890","Pocillopora_acuta_HIv2___RNAseq.g30126.t2",0.04288458
"2891","Pocillopora_acuta_HIv2___RNAseq.g30132.t1",0.04146527
"2892","Pocillopora_acuta_HIv2___RNAseq.g30138.t1",0.0019574
"2893","Pocillopora_acuta_HIv2___TS.g11915.t1",5.37e-06
"2894","Pocillopora_acuta_HIv2___RNAseq.g30168.t1a",3.509e-05
"2895","Pocillopora_acuta_HIv2___RNAseq.g30179.t1",3.442e-05
"2896","Pocillopora_acuta_HIv2___RNAseq.g30180.t1",0.00638163
"2897","Pocillopora_acuta_HIv2___RNAseq.g30182.t1",6.647e-05
"2898","Pocillopora_acuta_HIv2___RNAseq.g30186.t1",0.00904752
"2899","Pocillopora_acuta_HIv2___RNAseq.g30189.t1",1e-08
"2900","Pocillopora_acuta_HIv2___RNAseq.g30191.t1",0.01678207
"2901","Pocillopora_acuta_HIv2___TS.g11948.t1",0.00216003
"2902","Pocillopora_acuta_HIv2___RNAseq.g30199.t1",3e-08
"2903","Pocillopora_acuta_HIv2___RNAseq.g30205.t1",0.04216276
"2904","Pocillopora_acuta_HIv2___RNAseq.g30215.t1",0
"2905","Pocillopora_acuta_HIv2___RNAseq.g1127.t2",0.00244777
"2906","Pocillopora_acuta_HIv2___RNAseq.g1129.t1",1e-08
"2907","Pocillopora_acuta_HIv2___RNAseq.g1131.t1",0.03051295
"2908","Pocillopora_acuta_HIv2___RNAseq.g1132.t1",0
"2909","Pocillopora_acuta_HIv2___RNAseq.g1135.t1",0
"2910","Pocillopora_acuta_HIv2___RNAseq.g1157.t1",0.00561127
"2911","Pocillopora_acuta_HIv2___RNAseq.g1162.t1",2.697e-05
"2912","Pocillopora_acuta_HIv2___RNAseq.g1163.t1",0.04312848
"2913","Pocillopora_acuta_HIv2___RNAseq.g1165.t1",0.02253864
"2914","Pocillopora_acuta_HIv2___RNAseq.g1183.t1",0.02903444
"2915","Pocillopora_acuta_HIv2___TS.g16482.t1",0
"2916","Pocillopora_acuta_HIv2___RNAseq.g1216.t1",0.04550678
"2917","Pocillopora_acuta_HIv2___TS.g16502.t1",0.04674546
"2918","Pocillopora_acuta_HIv2___RNAseq.g1224.t1",0.00326481
"2919","Pocillopora_acuta_HIv2___TS.g16509.t1",0
"2920","Pocillopora_acuta_HIv2___RNAseq.g1239.t1",0.00601061
"2921","Pocillopora_acuta_HIv2___RNAseq.g1252.t1",0
"2922","Pocillopora_acuta_HIv2___RNAseq.g1264.t1",0
"2923","Pocillopora_acuta_HIv2___RNAseq.g1265.t2",1.5e-07
"2924","Pocillopora_acuta_HIv2___RNAseq.g1266.t1",0.0194528
"2925","Pocillopora_acuta_HIv2___RNAseq.g1268.t1",1.39e-06
"2926","Pocillopora_acuta_HIv2___RNAseq.g1269.t1",0.0055285
"2927","Pocillopora_acuta_HIv2___RNAseq.g1277.t1",0.01768137
"2928","Pocillopora_acuta_HIv2___RNAseq.g1305.t1",0
"2929","Pocillopora_acuta_HIv2___RNAseq.g1308.t1",0
"2930","Pocillopora_acuta_HIv2___RNAseq.g1320.t1",0.0031027
"2931","Pocillopora_acuta_HIv2___RNAseq.g1321.t1",0
"2932","Pocillopora_acuta_HIv2___TS.g16611.t1",0.00723756
"2933","Pocillopora_acuta_HIv2___RNAseq.g1333.t1",0
"2934","Pocillopora_acuta_HIv2___TS.g16624.t1",2.031e-05
"2935","Pocillopora_acuta_HIv2___TS.g16625.t1",0.00354044
"2936","Pocillopora_acuta_HIv2___RNAseq.g1391.t1",0
"2937","Pocillopora_acuta_HIv2___RNAseq.g1397.t1",0
"2938","Pocillopora_acuta_HIv2___RNAseq.g1400.t1a",0.00876404
"2939","Pocillopora_acuta_HIv2___RNAseq.g1417.t1",0.0398592
"2940","Pocillopora_acuta_HIv2___RNAseq.g1421.t1",0.00296923
"2941","Pocillopora_acuta_HIv2___RNAseq.g1423.t1",0
"2942","Pocillopora_acuta_HIv2___TS.g16722.t1",0
"2943","Pocillopora_acuta_HIv2___TS.g20597.t2",0
"2944","Pocillopora_acuta_HIv2___RNAseq.22648_t",0.00353644
"2945","Pocillopora_acuta_HIv2___RNAseq.g18316.t1",0.02140464
"2946","Pocillopora_acuta_HIv2___TS.g20624.t1",0.00451975
"2947","Pocillopora_acuta_HIv2___RNAseq.g18345.t1",0
"2948","Pocillopora_acuta_HIv2___RNAseq.g18352.t1b",3.522e-05
"2949","Pocillopora_acuta_HIv2___TS.g20650.t1b",0.01517613
"2950","Pocillopora_acuta_HIv2___RNAseq.g18355.t1",0.03555564
"2951","Pocillopora_acuta_HIv2___RNAseq.g18364.t1",0.00581183
"2952","Pocillopora_acuta_HIv2___RNAseq.g18365.t1",0.04040715
"2953","Pocillopora_acuta_HIv2___RNAseq.g18394.t1",0.01258185
"2954","Pocillopora_acuta_HIv2___RNAseq.g18400.t1",3e-08
"2955","Pocillopora_acuta_HIv2___RNAseq.g18401.t1",0.02118034
"2956","Pocillopora_acuta_HIv2___RNAseq.g18402.t1",0
"2957","Pocillopora_acuta_HIv2___RNAseq.g18417.t1",0
"2958","Pocillopora_acuta_HIv2___TS.g20718.t2",0
"2959","Pocillopora_acuta_HIv2___TS.g20729.t1",2.258e-05
"2960","Pocillopora_acuta_HIv2___RNAseq.g18432.t1",0.03417899
"2961","Pocillopora_acuta_HIv2___RNAseq.g18434.t1",0.00702862
"2962","Pocillopora_acuta_HIv2___RNAseq.g18446.t1",0
"2963","Pocillopora_acuta_HIv2___RNAseq.g18449.t1",7.3e-07
"2964","Pocillopora_acuta_HIv2___RNAseq.g18457.t1",0.00037966
"2965","Pocillopora_acuta_HIv2___TS.g20762.t1",0
"2966","Pocillopora_acuta_HIv2___RNAseq.g18464.t1",0.00036811
"2967","Pocillopora_acuta_HIv2___TS.g20774.t2",1e-06
"2968","Pocillopora_acuta_HIv2___TS.g20778.t3a",0
"2969","Pocillopora_acuta_HIv2___RNAseq.g18482.t1",4.937e-05
"2970","Pocillopora_acuta_HIv2___TS.g20794.t1",0
"2971","Pocillopora_acuta_HIv2___RNAseq.g18497.t1",0
"2972","Pocillopora_acuta_HIv2___RNAseq.g18503.t1",0
"2973","Pocillopora_acuta_HIv2___RNAseq.g18506.t1",0.01182616
"2974","Pocillopora_acuta_HIv2___RNAseq.g18507.t1",0.03536312
"2975","Pocillopora_acuta_HIv2___RNAseq.g18515.t1",5.9e-06
"2976","Pocillopora_acuta_HIv2___RNAseq.g18537.t1",3.16e-06
"2977","Pocillopora_acuta_HIv2___RNAseq.g18540.t1",0.00069032
"2978","Pocillopora_acuta_HIv2___RNAseq.g18542.t1",0
"2979","Pocillopora_acuta_HIv2___RNAseq.g18548.t1",0
"2980","Pocillopora_acuta_HIv2___RNAseq.g18572.t1",0.01951657
"2981","Pocillopora_acuta_HIv2___RNAseq.g18574.t1",1.778e-05
"2982","Pocillopora_acuta_HIv2___TS.g20885.t1",2.187e-05
"2983","Pocillopora_acuta_HIv2___RNAseq.g18579.t2b",1.915e-05
"2984","Pocillopora_acuta_HIv2___RNAseq.g18583.t1",0
"2985","Pocillopora_acuta_HIv2___RNAseq.g18586.t1",0
"2986","Pocillopora_acuta_HIv2___TS.g20912.t1a",0
"2987","Pocillopora_acuta_HIv2___RNAseq.g18608.t1",0
"2988","Pocillopora_acuta_HIv2___TS.g20921.t1",0.01083822
"2989","Pocillopora_acuta_HIv2___TS.g20922.t1",3.797e-05
"2990","Pocillopora_acuta_HIv2___RNAseq.22954_t",1.09e-06
"2991","Pocillopora_acuta_HIv2___RNAseq.g18617.t1",0.00447442
"2992","Pocillopora_acuta_HIv2___RNAseq.g18628.t1",0.00297623
"2993","Pocillopora_acuta_HIv2___TS.g20945.t1",0.04562946
"2994","Pocillopora_acuta_HIv2___RNAseq.g18645.t1",0.02471938
"2995","Pocillopora_acuta_HIv2___RNAseq.g18648.t1",0
"2996","Pocillopora_acuta_HIv2___TS.g20958.t1",0
"2997","Pocillopora_acuta_HIv2___RNAseq.g18650.t1",0.00281945
"2998","Pocillopora_acuta_HIv2___RNAseq.g26794.t1",0.00017329
"2999","Pocillopora_acuta_HIv2___TS.g17849.t1",0
"3000","Pocillopora_acuta_HIv2___TS.g17866.t1",0.01122436
"3001","Pocillopora_acuta_HIv2___TS.g17887.t2",0
"3002","Pocillopora_acuta_HIv2___RNAseq.g26845.t1",0.00012248
"3003","Pocillopora_acuta_HIv2___RNAseq.g26851.t1",0.03348985
"3004","Pocillopora_acuta_HIv2___TS.g17908.t1",0.03015804
"3005","Pocillopora_acuta_HIv2___TS.g17915.t1",0
"3006","Pocillopora_acuta_HIv2___RNAseq.g26861.t1",0.00355615
"3007","Pocillopora_acuta_HIv2___TS.g17952.t1",0.0044591
"3008","Pocillopora_acuta_HIv2___RNAseq.g26896.t1",0.01973333
"3009","Pocillopora_acuta_HIv2___RNAseq.g26928.t1",0
"3010","Pocillopora_acuta_HIv2___RNAseq.g26932.t1",0.00751063
"3011","Pocillopora_acuta_HIv2___TS.g18002.t1",0
"3012","Pocillopora_acuta_HIv2___RNAseq.g26950.t1",0.0301732
"3013","Pocillopora_acuta_HIv2___RNAseq.g26954.t1",0.00514552
"3014","Pocillopora_acuta_HIv2___RNAseq.g26956.t1",2.277e-05
"3015","Pocillopora_acuta_HIv2___RNAseq.23154_t",0.00440893
"3016","Pocillopora_acuta_HIv2___RNAseq.g26961.t1",0.02565632
"3017","Pocillopora_acuta_HIv2___RNAseq.g26964.t1",0
"3018","Pocillopora_acuta_HIv2___RNAseq.g26978.t1",0
"3019","Pocillopora_acuta_HIv2___RNAseq.g26988.t1",0.00153188
"3020","Pocillopora_acuta_HIv2___RNAseq.g27005.t1",0.00931661
"3021","Pocillopora_acuta_HIv2___RNAseq.g27026.t1",0.02443924
"3022","Pocillopora_acuta_HIv2___RNAseq.g27031.t1",0.00248835
"3023","Pocillopora_acuta_HIv2___RNAseq.g27033.t2a",0.02830411
"3024","Pocillopora_acuta_HIv2___RNAseq.g27036.t1",0.01471632
"3025","Pocillopora_acuta_HIv2___RNAseq.g27064.t1",0.01362893
"3026","Pocillopora_acuta_HIv2___RNAseq.g27066.t1",0.01003979
"3027","Pocillopora_acuta_HIv2___RNAseq.g27067.t1",0.00198013
"3028","Pocillopora_acuta_HIv2___RNAseq.g27079.t1",0
"3029","Pocillopora_acuta_HIv2___RNAseq.g27082.t1",0.03006728
"3030","Pocillopora_acuta_HIv2___RNAseq.g27084.t1c",0.00676342
"3031","Pocillopora_acuta_HIv2___RNAseq.g27090.t1",0.00137007
"3032","Pocillopora_acuta_HIv2___RNAseq.g27101.t1",8.69e-06
"3033","Pocillopora_acuta_HIv2___RNAseq.g27103.t1",0.00085845
"3034","Pocillopora_acuta_HIv2___RNAseq.g79.t1",0
"3035","Pocillopora_acuta_HIv2___RNAseq.g104.t1",7.514e-05
"3036","Pocillopora_acuta_HIv2___RNAseq.g113.t1",0.0333566
"3037","Pocillopora_acuta_HIv2___TS.g1481.t1",0.02864048
"3038","Pocillopora_acuta_HIv2___RNAseq.g127.t1",0.00407622
"3039","Pocillopora_acuta_HIv2___RNAseq.g129.t1",0.01626292
"3040","Pocillopora_acuta_HIv2___TS.g1497.t1",0.00209089
"3041","Pocillopora_acuta_HIv2___TS.g1505.t2",5.9e-07
"3042","Pocillopora_acuta_HIv2___RNAseq.g149.t1",0.02041787
"3043","Pocillopora_acuta_HIv2___RNAseq.g151.t1",1.6e-07
"3044","Pocillopora_acuta_HIv2___RNAseq.g155.t1",4.49e-06
"3045","Pocillopora_acuta_HIv2___RNAseq.g160.t1",0
"3046","Pocillopora_acuta_HIv2___RNAseq.g178.t1",0.0150142
"3047","Pocillopora_acuta_HIv2___RNAseq.g180.t1",0.02155746
"3048","Pocillopora_acuta_HIv2___RNAseq.g187.t1",0.03554398
"3049","Pocillopora_acuta_HIv2___RNAseq.g188.t1",0.04734296
"3050","Pocillopora_acuta_HIv2___RNAseq.g192.t1",0
"3051","Pocillopora_acuta_HIv2___TS.g1558.t1",0
"3052","Pocillopora_acuta_HIv2___TS.g1561.t1",0
"3053","Pocillopora_acuta_HIv2___TS.g1567.t1",0
"3054","Pocillopora_acuta_HIv2___RNAseq.g206.t1",5e-08
"3055","Pocillopora_acuta_HIv2___RNAseq.g214.t1",0
"3056","Pocillopora_acuta_HIv2___RNAseq.g215.t1",0.02086786
"3057","Pocillopora_acuta_HIv2___RNAseq.g217.t1",0
"3058","Pocillopora_acuta_HIv2___RNAseq.g221.t1",0
"3059","Pocillopora_acuta_HIv2___RNAseq.g243.t1",0.00751063
"3060","Pocillopora_acuta_HIv2___RNAseq.g255.t1",0
"3061","Pocillopora_acuta_HIv2___RNAseq.g257.t1",0.00574124
"3062","Pocillopora_acuta_HIv2___RNAseq.g261.t1",0.00157559
"3063","Pocillopora_acuta_HIv2___RNAseq.g269.t1",0.0124254
"3064","Pocillopora_acuta_HIv2___RNAseq.g281.t1",0.01156678
"3065","Pocillopora_acuta_HIv2___RNAseq.g282.t1",0
"3066","Pocillopora_acuta_HIv2___RNAseq.g283.t1",0.00179245
"3067","Pocillopora_acuta_HIv2___TS.g1657.t3",1.4e-06
"3068","Pocillopora_acuta_HIv2___TS.g1660.t1",0.01764037
"3069","Pocillopora_acuta_HIv2___RNAseq.g293.t1",0.000185
"3070","Pocillopora_acuta_HIv2___RNAseq.g296.t1",0.00022322
"3071","Pocillopora_acuta_HIv2___RNAseq.g299.t1",0.03166229
"3072","Pocillopora_acuta_HIv2___RNAseq.g306.t1",0.00821591
"3073","Pocillopora_acuta_HIv2___RNAseq.g315.t1b",0
"3074","Pocillopora_acuta_HIv2___RNAseq.g331.t1",0.00054408
"3075","Pocillopora_acuta_HIv2___RNAseq.g344.t1",0
"3076","Pocillopora_acuta_HIv2___TS.g1715.t1",0.01797317
"3077","Pocillopora_acuta_HIv2___RNAseq.g362.t1",0
"3078","Pocillopora_acuta_HIv2___RNAseq.g363.t1",2.2e-07
"3079","Pocillopora_acuta_HIv2___RNAseq.g22294.t1",0.0320586
"3080","Pocillopora_acuta_HIv2___RNAseq.g22298.t1",0.00049175
"3081","Pocillopora_acuta_HIv2___RNAseq.g22307.t1",0.01189631
"3082","Pocillopora_acuta_HIv2___RNAseq.g22338.t1b",0.00272914
"3083","Pocillopora_acuta_HIv2___RNAseq.g22345.t2",0.02597299
"3084","Pocillopora_acuta_HIv2___TS.g13653.t1a",8.343e-05
"3085","Pocillopora_acuta_HIv2___TS.g13653.t1b",0.03150064
"3086","Pocillopora_acuta_HIv2___RNAseq.g22352.t1",1.511e-05
"3087","Pocillopora_acuta_HIv2___RNAseq.g22362.t1",0
"3088","Pocillopora_acuta_HIv2___RNAseq.g22367.t1",0.02046237
"3089","Pocillopora_acuta_HIv2___RNAseq.g22369.t1",0
"3090","Pocillopora_acuta_HIv2___RNAseq.g22371.t1",0.00569838
"3091","Pocillopora_acuta_HIv2___RNAseq.g22373.t1",0
"3092","Pocillopora_acuta_HIv2___RNAseq.g22375.t1",1.1e-07
"3093","Pocillopora_acuta_HIv2___TS.g13689.t1",0.0044061
"3094","Pocillopora_acuta_HIv2___RNAseq.g22388.t1",5.346e-05
"3095","Pocillopora_acuta_HIv2___RNAseq.g22390.t1",0.00612016
"3096","Pocillopora_acuta_HIv2___RNAseq.g22393.t1",1.03e-06
"3097","Pocillopora_acuta_HIv2___RNAseq.g22398.t1",0
"3098","Pocillopora_acuta_HIv2___RNAseq.g22409.t1",0
"3099","Pocillopora_acuta_HIv2___TS.g13717.t1",0.0031027
"3100","Pocillopora_acuta_HIv2___RNAseq.g22414.t1",0.01759659
"3101","Pocillopora_acuta_HIv2___RNAseq.g22455.t1",6.2e-06
"3102","Pocillopora_acuta_HIv2___RNAseq.g22469.t1",0
"3103","Pocillopora_acuta_HIv2___RNAseq.g22476.t1",0
"3104","Pocillopora_acuta_HIv2___RNAseq.g22484.t1",0
"3105","Pocillopora_acuta_HIv2___RNAseq.g22488.t1",0
"3106","Pocillopora_acuta_HIv2___TS.g13806.t1b",0
"3107","Pocillopora_acuta_HIv2___RNAseq.g22508.t1",0.0147551
"3108","Pocillopora_acuta_HIv2___TS.g13827.t1",0.00093796
"3109","Pocillopora_acuta_HIv2___RNAseq.g22527.t1",0.00024777
"3110","Pocillopora_acuta_HIv2___TS.g13835.t1",0.00022041
"3111","Pocillopora_acuta_HIv2___RNAseq.g22530.t1",0.01614685
"3112","Pocillopora_acuta_HIv2___RNAseq.g22531.t1",0.01423757
"3113","Pocillopora_acuta_HIv2___RNAseq.g22548.t1",4.79e-06
"3114","Pocillopora_acuta_HIv2___RNAseq.g6434.t2",0
"3115","Pocillopora_acuta_HIv2___TS.g23498.t1",0.00058677
"3116","Pocillopora_acuta_HIv2___RNAseq.g6446.t1",0
"3117","Pocillopora_acuta_HIv2___RNAseq.g6449.t1",0
"3118","Pocillopora_acuta_HIv2___RNAseq.g6513.t1",5.387e-05
"3119","Pocillopora_acuta_HIv2___RNAseq.g6514.t1",0.03867091
"3120","Pocillopora_acuta_HIv2___RNAseq.23996_t",0.00065678
"3121","Pocillopora_acuta_HIv2___TS.g23592.t1",0.02376706
"3122","Pocillopora_acuta_HIv2___RNAseq.g6538.t1",0.03863246
"3123","Pocillopora_acuta_HIv2___RNAseq.g6543.t1",0
"3124","Pocillopora_acuta_HIv2___RNAseq.g6544.t1",0.00788155
"3125","Pocillopora_acuta_HIv2___RNAseq.g6545.t1",0
"3126","Pocillopora_acuta_HIv2___TS.g23601.t1",0.00304452
"3127","Pocillopora_acuta_HIv2___TS.g23602.t1",0.01865152
"3128","Pocillopora_acuta_HIv2___RNAseq.g6551.t1a",0.01231476
"3129","Pocillopora_acuta_HIv2___RNAseq.g6557.t1",0.00916702
"3130","Pocillopora_acuta_HIv2___TS.g23636.t1b",0
"3131","Pocillopora_acuta_HIv2___RNAseq.g6577.t1",0.02236962
"3132","Pocillopora_acuta_HIv2___TS.g23643.t1",0.01304559
"3133","Pocillopora_acuta_HIv2___RNAseq.g6587.t1",0.02895837
"3134","Pocillopora_acuta_HIv2___RNAseq.g6588.t1",0
"3135","Pocillopora_acuta_HIv2___TS.g23661.t1",3e-07
"3136","Pocillopora_acuta_HIv2___RNAseq.g6605.t1",0
"3137","Pocillopora_acuta_HIv2___RNAseq.g6606.t1",0.01096664
"3138","Pocillopora_acuta_HIv2___TS.g23690.t1",0.00030642
"3139","Pocillopora_acuta_HIv2___RNAseq.g6635.t1",0.04800575
"3140","Pocillopora_acuta_HIv2___RNAseq.g6637.t1",0.02755029
"3141","Pocillopora_acuta_HIv2___RNAseq.g6640.t1",0
"3142","Pocillopora_acuta_HIv2___RNAseq.g6657.t1",0
"3143","Pocillopora_acuta_HIv2___RNAseq.g6658.t1",0.03417899
"3144","Pocillopora_acuta_HIv2___RNAseq.g6673.t1",0.00052488
"3145","Pocillopora_acuta_HIv2___RNAseq.g6678.t1",0
"3146","Pocillopora_acuta_HIv2___RNAseq.g6681.t1",0.00046147
"3147","Pocillopora_acuta_HIv2___RNAseq.g6688.t1",0.00041829
"3148","Pocillopora_acuta_HIv2___RNAseq.g6699.t1",0
"3149","Pocillopora_acuta_HIv2___RNAseq.g6708.t1",0.03090312
"3150","Pocillopora_acuta_HIv2___RNAseq.g6724.t1",0
"3151","Pocillopora_acuta_HIv2___RNAseq.g6734.t1",0.04468865
"3152","Pocillopora_acuta_HIv2___RNAseq.g6738.t1",0.00130853
"3153","Pocillopora_acuta_HIv2___RNAseq.g6744.t2",0
"3154","Pocillopora_acuta_HIv2___RNAseq.g6745.t1",0.00033145
"3155","Pocillopora_acuta_HIv2___RNAseq.g6748.t1",0
"3156","Pocillopora_acuta_HIv2___RNAseq.g6752.t2",0
"3157","Pocillopora_acuta_HIv2___RNAseq.g5863.t1",0
"3158","Pocillopora_acuta_HIv2___RNAseq.g5874.t1",0.02419272
"3159","Pocillopora_acuta_HIv2___RNAseq.g5876.t1",0.01837984
"3160","Pocillopora_acuta_HIv2___RNAseq.g5880.t1",0.00074827
"3161","Pocillopora_acuta_HIv2___RNAseq.g5884.t1",0.04453075
"3162","Pocillopora_acuta_HIv2___RNAseq.g5893.t1",1e-08
"3163","Pocillopora_acuta_HIv2___RNAseq.g5896.t1",0.00216263
"3164","Pocillopora_acuta_HIv2___RNAseq.g5908.t1",0.00022559
"3165","Pocillopora_acuta_HIv2___RNAseq.24255_t",0.00044161
"3166","Pocillopora_acuta_HIv2___RNAseq.g5925.t1",0.00021092
"3167","Pocillopora_acuta_HIv2___RNAseq.g5939.t1",7.4e-07
"3168","Pocillopora_acuta_HIv2___TS.g30656.t1",0.00231759
"3169","Pocillopora_acuta_HIv2___RNAseq.g5964.t1",0.0096364
"3170","Pocillopora_acuta_HIv2___RNAseq.g5965.t1",5.148e-05
"3171","Pocillopora_acuta_HIv2___RNAseq.g5981.t1",0
"3172","Pocillopora_acuta_HIv2___RNAseq.g5983.t1",0
"3173","Pocillopora_acuta_HIv2___RNAseq.g5985.t1",0
"3174","Pocillopora_acuta_HIv2___RNAseq.g6076.t1",0
"3175","Pocillopora_acuta_HIv2___RNAseq.g6095.t1",0.02948313
"3176","Pocillopora_acuta_HIv2___TS.g30819.t1",0
"3177","Pocillopora_acuta_HIv2___RNAseq.g28934.t1",0.00022134
"3178","Pocillopora_acuta_HIv2___RNAseq.g28935.t1",0.00031097
"3179","Pocillopora_acuta_HIv2___TS.g3751.t1",0
"3180","Pocillopora_acuta_HIv2___RNAseq.g28944.t1",0
"3181","Pocillopora_acuta_HIv2___RNAseq.24446_t",0
"3182","Pocillopora_acuta_HIv2___RNAseq.g28950.t1",0
"3183","Pocillopora_acuta_HIv2___RNAseq.g28951.t1",2.6e-07
"3184","Pocillopora_acuta_HIv2___TS.g3763.t1",0.02194645
"3185","Pocillopora_acuta_HIv2___RNAseq.g28960.t2",0.00427113
"3186","Pocillopora_acuta_HIv2___RNAseq.g28961.t1",0.00130058
"3187","Pocillopora_acuta_HIv2___RNAseq.g28976.t1a",0.01986168
"3188","Pocillopora_acuta_HIv2___RNAseq.g28977.t1",0.00647048
"3189","Pocillopora_acuta_HIv2___RNAseq.g28980.t1",0.0141106
"3190","Pocillopora_acuta_HIv2___RNAseq.g28981.t1",0
"3191","Pocillopora_acuta_HIv2___RNAseq.g28982.t1",0
"3192","Pocillopora_acuta_HIv2___RNAseq.g28984.t1",0.04550678
"3193","Pocillopora_acuta_HIv2___RNAseq.g28993.t1",0.02463734
"3194","Pocillopora_acuta_HIv2___RNAseq.g29018.t1",9.708e-05
"3195","Pocillopora_acuta_HIv2___RNAseq.g29026.t1",0
"3196","Pocillopora_acuta_HIv2___RNAseq.g29035.t1",0.04099809
"3197","Pocillopora_acuta_HIv2___RNAseq.g29039.t1",1.981e-05
"3198","Pocillopora_acuta_HIv2___RNAseq.g29040.t1",0.04288458
"3199","Pocillopora_acuta_HIv2___RNAseq.g29045.t1",0.0070964
"3200","Pocillopora_acuta_HIv2___RNAseq.g29061.t1",0
"3201","Pocillopora_acuta_HIv2___RNAseq.g29064.t1",0.01106333
"3202","Pocillopora_acuta_HIv2___RNAseq.g29068.t1",0
"3203","Pocillopora_acuta_HIv2___RNAseq.g29072.t1",0.0123243
"3204","Pocillopora_acuta_HIv2___TS.g3927.t1",0.00209659
"3205","Pocillopora_acuta_HIv2___RNAseq.g11895.t1",0.02138254
"3206","Pocillopora_acuta_HIv2___RNAseq.g11911.t1",4.768e-05
"3207","Pocillopora_acuta_HIv2___TS.g30302.t1",0.00704693
"3208","Pocillopora_acuta_HIv2___RNAseq.g11926.t1",0.00250425
"3209","Pocillopora_acuta_HIv2___RNAseq.g11928.t1",0
"3210","Pocillopora_acuta_HIv2___RNAseq.g11930.t1",0
"3211","Pocillopora_acuta_HIv2___RNAseq.24666_t",0
"3212","Pocillopora_acuta_HIv2___RNAseq.g11941.t1",0.01003979
"3213","Pocillopora_acuta_HIv2___RNAseq.g11998.t1",0.02984787
"3214","Pocillopora_acuta_HIv2___RNAseq.g12000.t1",0
"3215","Pocillopora_acuta_HIv2___TS.g30395.t1",0
"3216","Pocillopora_acuta_HIv2___RNAseq.g12006.t1",0.04151804
"3217","Pocillopora_acuta_HIv2___RNAseq.g12014.t1",0.00011218
"3218","Pocillopora_acuta_HIv2___RNAseq.g12024.t1",0.00259469
"3219","Pocillopora_acuta_HIv2___TS.g30420.t3",0.02760877
"3220","Pocillopora_acuta_HIv2___RNAseq.g12032.t1",1e-06
"3221","Pocillopora_acuta_HIv2___RNAseq.g12035.t1a",0.00150595
"3222","Pocillopora_acuta_HIv2___TS.g30451.t1",0
"3223","Pocillopora_acuta_HIv2___RNAseq.g12059.t1",0.00013962
"3224","Pocillopora_acuta_HIv2___RNAseq.g16430.t1",0.03100289
"3225","Pocillopora_acuta_HIv2___RNAseq.g16431.t1",0
"3226","Pocillopora_acuta_HIv2___TS.g19505.t1b",0
"3227","Pocillopora_acuta_HIv2___TS.g19505.t1a",0.00012456
"3228","Pocillopora_acuta_HIv2___TS.g19511.t1",3.49e-06
"3229","Pocillopora_acuta_HIv2___RNAseq.24828_t",1.171e-05
"3230","Pocillopora_acuta_HIv2___RNAseq.g16474.t1",0.00064236
"3231","Pocillopora_acuta_HIv2___RNAseq.g16483.t1",0.00430607
"3232","Pocillopora_acuta_HIv2___RNAseq.g16484.t1",0
"3233","Pocillopora_acuta_HIv2___RNAseq.g16485.t1",3e-08
"3234","Pocillopora_acuta_HIv2___RNAseq.g16486.t1",0
"3235","Pocillopora_acuta_HIv2___TS.g19562.t1",0.01874414
"3236","Pocillopora_acuta_HIv2___TS.g19564.t2",0.00539631
"3237","Pocillopora_acuta_HIv2___RNAseq.24886_t",0.00062593
"3238","Pocillopora_acuta_HIv2___RNAseq.g16498.t1",0
"3239","Pocillopora_acuta_HIv2___TS.g19590.t1",3.542e-05
"3240","Pocillopora_acuta_HIv2___RNAseq.g16543.t1",0.0034746
